

-- Schedd: bird-htc-sched13.desy.de : <131.169.223.41:9618?... @ 05/11/21 21:15:27
 ID      OWNER          HELD_SINCE  HOLD_REASON

Total for query: 0 jobs; 0 completed, 0 removed, 0 idle, 0 running, 0 held, 0 suspended 
Total for anstein: 0 jobs; 0 completed, 0 removed, 0 idle, 0 running, 0 held, 0 suspended 
Total for all users: 4117 jobs; 0 completed, 2 removed, 2898 idle, 925 running, 292 held, 0 suspended



-- Schedd: bird-htc-sched14.desy.de : <131.169.223.42:9618?... @ 05/11/21 21:15:27
 ID           OWNER          HELD_SINCE  HOLD_REASON
20343691.2450 anstein         5/11 20:53 Memory usage too high (> 3 x requested-memory)
20343691.8024 anstein         5/11 21:09 Error from slot2_9@bird528.desy.de: STARTER at 131.169.77.10 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8024.out: (errno 2) No such file or directory
20343691.8027 anstein         5/11 21:01 Error from slot2_19@bird699.desy.de: STARTER at 131.169.163.138 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8027.out: (errno 27) File too large
20343691.8029 anstein         5/11 21:03 Error from slot2_3@bird556.desy.de: STARTER at 131.169.77.38 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8029.out: (errno 27) File too large
20343691.8031 anstein         5/11 20:59 Error from slot2_12@bird581.desy.de: STARTER at 131.169.77.63 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8031.out: (errno 27) File too large
20343691.8033 anstein         5/11 21:06 Error from slot2_15@bird851.desy.de: STARTER at 131.169.164.51 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8033.out: (errno 27) File too large
20343691.8035 anstein         5/11 21:09 Error from slot2_14@bird575.desy.de: STARTER at 131.169.77.57 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8035.out: (errno 2) No such file or directory
20343691.8038 anstein         5/11 20:59 Error from slot2_5@bird813.desy.de: STARTER at 131.169.164.13 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8038.out: (errno 27) File too large
20343691.8040 anstein         5/11 20:59 Error from slot2_6@bird523.desy.de: STARTER at 131.169.77.5 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8040.out: (errno 27) File too large
20343691.8041 anstein         5/11 20:59 Error from slot2_26@batch1054.desy.de: STARTER at 131.169.160.154 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8041.out: (errno 27) File too large
20343691.8043 anstein         5/11 20:59 Error from slot2_1@bird830.desy.de: STARTER at 131.169.164.30 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8043.out: (errno 27) File too large
20343691.8045 anstein         5/11 20:59 Error from slot2_44@batch1070.desy.de: STARTER at 131.169.160.170 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8045.out: (errno 27) File too large
20343691.8046 anstein         5/11 21:05 Error from slot2_14@bird552.desy.de: STARTER at 131.169.77.34 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8046.out: (errno 27) File too large
20343691.8048 anstein         5/11 21:09 Error from slot2_15@bird576.desy.de: STARTER at 131.169.77.58 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8048.out: (errno 2) No such file or directory
20343691.8049 anstein         5/11 21:09 Error from slot2_6@bird557.desy.de: STARTER at 131.169.77.39 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8049.out: (errno 2) No such file or directory
20343691.8060 anstein         5/11 20:58 Error from slot2_13@batch1174.desy.de: STARTER at 131.169.160.172 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8060.out: (errno 27) File too large
20343691.8061 anstein         5/11 20:59 Error from slot2_3@batch1069.desy.de: STARTER at 131.169.160.169 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8061.out: (errno 27) File too large
20343691.8062 anstein         5/11 21:09 Error from slot2_3@batch1058.desy.de: STARTER at 131.169.160.158 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8062.out: (errno 27) File too large
20343691.8063 anstein         5/11 20:59 Error from slot2_39@batch1069.desy.de: STARTER at 131.169.160.169 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8063.out: (errno 27) File too large
20343691.8064 anstein         5/11 21:09 Error from slot2_18@batch1058.desy.de: STARTER at 131.169.160.158 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8064.out: (errno 27) File too large
20343691.8065 anstein         5/11 21:09 Error from slot2_31@batch1058.desy.de: STARTER at 131.169.160.158 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8065.out: (errno 27) File too large
20343691.8067 anstein         5/11 21:09 Error from slot2_36@batch1058.desy.de: STARTER at 131.169.160.158 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8067.out: (errno 27) File too large
20343691.8068 anstein         5/11 21:09 Error from slot2_37@batch1058.desy.de: STARTER at 131.169.160.158 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8068.out: (errno 27) File too large
20343691.8069 anstein         5/11 21:09 Error from slot2_45@batch1058.desy.de: STARTER at 131.169.160.158 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8069.out: (errno 27) File too large
20343691.8080 anstein         5/11 21:08 Error from slot2_11@bird836.desy.de: STARTER at 131.169.164.36 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8080.out: (errno 27) File too large
20343691.8081 anstein         5/11 21:09 Error from slot2_1@bird557.desy.de: STARTER at 131.169.77.39 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8081.out: (errno 2) No such file or directory
20343691.8084 anstein         5/11 21:03 Error from slot2_2@bird064.desy.de: STARTER at 131.169.77.126 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8084.out: (errno 27) File too large
20343691.8085 anstein         5/11 21:09 Error from slot2_8@bird543.desy.de: STARTER at 131.169.77.25 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8085.out: (errno 2) No such file or directory
20343691.8086 anstein         5/11 21:09 Error from slot2_1@bird060.desy.de: STARTER at 131.169.77.122 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8086.out: (errno 2) No such file or directory
20343691.8087 anstein         5/11 21:09 Error from slot2_11@bird845.desy.de: STARTER at 131.169.164.45 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8087.out: (errno 27) File too large
20343691.8091 anstein         5/11 21:09 Error from slot2_1@bird658.desy.de: STARTER at 131.169.77.178 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8091.out: (errno 2) No such file or directory
20343691.8094 anstein         5/11 21:09 Error from slot2_4@bird523.desy.de: STARTER at 131.169.77.5 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8094.out: (errno 2) No such file or directory
20343691.8095 anstein         5/11 21:04 Error from slot2_45@batch1054.desy.de: STARTER at 131.169.160.154 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8095.out: (errno 27) File too large
20343691.8105 anstein         5/11 21:06 Error from slot2_24@batch1074.desy.de: STARTER at 131.169.160.113 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8105.out: (errno 27) File too large
20343691.8113 anstein         5/11 20:59 Error from slot2_41@batch1152.desy.de: STARTER at 131.169.162.152 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8113.out: (errno 27) File too large
20343691.8114 anstein         5/11 21:09 Error from slot2_10@bird666.desy.de: STARTER at 131.169.163.105 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8114.out: (errno 2) No such file or directory
20343691.8119 anstein         5/11 21:09 Error from slot2_6@bird581.desy.de: STARTER at 131.169.77.63 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8119.out: (errno 2) No such file or directory
20343691.8123 anstein         5/11 20:59 Error from slot2_21@batch1156.desy.de: STARTER at 131.169.162.156 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8123.out: (errno 27) File too large
20343691.8124 anstein         5/11 20:59 Error from slot2_24@batch1164.desy.de: STARTER at 131.169.162.164 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8124.out: (errno 27) File too large
20343691.8126 anstein         5/11 21:03 Error from slot2_13@batch1068.desy.de: STARTER at 131.169.160.168 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8126.out: (errno 27) File too large
20343691.8127 anstein         5/11 21:02 Error from slot2_16@batch1172.desy.de: STARTER at 131.169.162.172 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8127.out: (errno 27) File too large
20343691.8129 anstein         5/11 21:09 Error from slot2_4@bird855.desy.de: STARTER at 131.169.164.55 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8129.out: (errno 27) File too large
20343691.8130 anstein         5/11 21:09 Error from slot2_1@bird058.desy.de: STARTER at 131.169.77.121 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8130.out: (errno 2) No such file or directory
20343691.8131 anstein         5/11 20:59 Error from slot2_26@batch1151.desy.de: STARTER at 131.169.162.151 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8131.out: (errno 27) File too large
20343691.8132 anstein         5/11 21:03 Error from slot2_36@batch1176.desy.de: STARTER at 131.169.160.174 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8132.out: (errno 27) File too large
20343691.8134 anstein         5/11 21:00 Error from slot2_24@batch1157.desy.de: STARTER at 131.169.162.157 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8134.out: (errno 27) File too large
20343691.8135 anstein         5/11 21:08 Error from slot2_17@batch1075.desy.de: STARTER at 131.169.160.114 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8135.out: (errno 27) File too large
20343691.8137 anstein         5/11 21:02 Error from slot2_21@batch1168.desy.de: STARTER at 131.169.162.168 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8137.out: (errno 27) File too large
20343691.8138 anstein         5/11 21:01 Error from slot2_18@batch1170.desy.de: STARTER at 131.169.162.170 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8138.out: (errno 27) File too large
20343691.8139 anstein         5/11 21:01 Error from slot2_28@batch1177.desy.de: STARTER at 131.169.160.175 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8139.out: (errno 27) File too large
20343691.8144 anstein         5/11 21:09 Error from slot2_10@bird060.desy.de: STARTER at 131.169.77.122 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8144.out: (errno 2) No such file or directory
20343691.8146 anstein         5/11 21:09 Error from slot2_14@bird666.desy.de: STARTER at 131.169.163.105 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8146.out: (errno 2) No such file or directory
20343691.8147 anstein         5/11 21:09 Error from slot2_4@bird063.desy.de: STARTER at 131.169.77.125 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8147.out: (errno 2) No such file or directory
20343691.8149 anstein         5/11 21:09 Error from slot2_10@bird855.desy.de: STARTER at 131.169.164.55 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8149.out: (errno 27) File too large
20343691.8152 anstein         5/11 21:09 Error from slot2_9@bird581.desy.de: STARTER at 131.169.77.63 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8152.out: (errno 2) No such file or directory
20343691.8155 anstein         5/11 21:07 Error from slot2_30@batch1157.desy.de: STARTER at 131.169.162.157 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8155.out: (errno 27) File too large
20343691.8156 anstein         5/11 21:09 Error from slot2_11@bird523.desy.de: STARTER at 131.169.77.5 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8156.out: (errno 2) No such file or directory
20343691.8157 anstein         5/11 21:02 Error from slot2_34@batch1172.desy.de: STARTER at 131.169.162.172 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8157.out: (errno 27) File too large
20343691.8158 anstein         5/11 21:00 Error from slot2_26@batch1170.desy.de: STARTER at 131.169.162.170 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8158.out: (errno 27) File too large
20343691.8159 anstein         5/11 20:59 Error from slot2_29@batch1177.desy.de: STARTER at 131.169.160.175 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8159.out: (errno 27) File too large
20343691.8160 anstein         5/11 20:59 Error from slot2_29@batch1169.desy.de: STARTER at 131.169.162.169 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8160.out: (errno 27) File too large
20343691.8161 anstein         5/11 20:59 Error from slot2_44@batch1152.desy.de: STARTER at 131.169.162.152 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8161.out: (errno 27) File too large
20343691.8163 anstein         5/11 21:03 Error from slot2_43@batch1068.desy.de: STARTER at 131.169.160.168 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8163.out: (errno 27) File too large
20343691.8164 anstein         5/11 21:07 Error from slot2_28@batch1072.desy.de: STARTER at 131.169.160.111 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8164.out: (errno 27) File too large
20343691.8167 anstein         5/11 21:06 Error from slot2_27@batch1075.desy.de: STARTER at 131.169.160.114 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8167.out: (errno 27) File too large
20343691.8169 anstein         5/11 21:01 Error from slot2_34@batch1170.desy.de: STARTER at 131.169.162.170 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8169.out: (errno 27) File too large
20343691.8170 anstein         5/11 20:59 Error from slot2_35@batch1169.desy.de: STARTER at 131.169.162.169 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8170.out: (errno 27) File too large
20343691.8173 anstein         5/11 21:01 Error from slot2_45@batch1172.desy.de: STARTER at 131.169.162.172 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8173.out: (errno 27) File too large
20343691.8174 anstein         5/11 21:01 Error from slot2_34@batch1177.desy.de: STARTER at 131.169.160.175 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8174.out: (errno 27) File too large
20343691.8175 anstein         5/11 21:03 Error from slot2_36@batch1075.desy.de: STARTER at 131.169.160.114 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8175.out: (errno 27) File too large
20343691.8176 anstein         5/11 20:59 Error from slot2_36@batch1169.desy.de: STARTER at 131.169.162.169 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8176.out: (errno 27) File too large
20343691.8177 anstein         5/11 21:01 Error from slot2_37@batch1177.desy.de: STARTER at 131.169.160.175 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8177.out: (errno 27) File too large
20343691.8178 anstein         5/11 20:59 Error from slot2_37@batch1169.desy.de: STARTER at 131.169.162.169 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8178.out: (errno 27) File too large
20343691.8185 anstein         5/11 21:02 Error from slot2_1@batch1173.desy.de: STARTER at 131.169.160.171 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8185.out: (errno 27) File too large
20343691.8188 anstein         5/11 21:01 Error from slot2_22@batch1254.desy.de: STARTER at 131.169.161.24 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8188.out: (errno 27) File too large
20343691.8189 anstein         5/11 21:03 Error from slot2_9@batch1171.desy.de: STARTER at 131.169.162.171 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8189.out: (errno 27) File too large
20343691.8193 anstein         5/11 21:09 Error from slot2_8@bird560.desy.de: STARTER at 131.169.77.42 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8193.out: (errno 2) No such file or directory
20343691.8194 anstein         5/11 21:09 Error from slot2_12@bird681.desy.de: STARTER at 131.169.163.120 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8194.out: (errno 2) No such file or directory
20343691.8196 anstein         5/11 21:03 Error from slot2_16@bird666.desy.de: STARTER at 131.169.163.105 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8196.out: (errno 27) File too large
20343691.8201 anstein         5/11 21:09 Error from slot2_14@bird699.desy.de: STARTER at 131.169.163.138 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8201.out: (errno 2) No such file or directory
20343691.8205 anstein         5/11 21:09 Error from slot2_18@bird845.desy.de: STARTER at 131.169.164.45 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8205.out: (errno 2) No such file or directory
